question,passage_title,sia_score
"In the 1990's, who built one of the three mills landmarks in California?Petrie Dierman Kughn in 1994.",Faber Mill,1.03
"In the 1990's, who built one of the three mills landmarks in California?Petrie Dierman Kughn in 1994.",Ontario Mills,1.26
"In the 1990's, who built one of the three mills landmarks in California?Petrie Dierman Kughn in 1994.",Three Mills,1.97
"In the 1990's, who built one of the three mills landmarks in California?Petrie Dierman Kughn in 1994.",Three Mills Residential Moorings,0.76
"In the 1990's, who built one of the three mills landmarks in California?Petrie Dierman Kughn in 1994.",Three Mills Wall River Weir,1.12
"In the 1990's, who built one of the three mills landmarks in California?Petrie Dierman Kughn in 1994.",Bow Back Rivers,0.34
"In the 1990's, who built one of the three mills landmarks in California?Petrie Dierman Kughn in 1994.",List of windmills in London,0.95
"In the 1990's, who built one of the three mills landmarks in California?Petrie Dierman Kughn in 1994.",3 Mills Studios,1.14
Which former lawyer and entrepreneur who was convicted for conspiracy and drug dealing was involved in a civil suit against Bill and Hillary Clinton?Peter F. Paul,Peter F. Paul,2.33
Which former lawyer and entrepreneur who was convicted for conspiracy and drug dealing was involved in a civil suit against Bill and Hillary Clinton?Peter F. Paul,The Hunting of the President,0.94
Which former lawyer and entrepreneur who was convicted for conspiracy and drug dealing was involved in a civil suit against Bill and Hillary Clinton?Peter F. Paul,Clinton family,0.88
Which former lawyer and entrepreneur who was convicted for conspiracy and drug dealing was involved in a civil suit against Bill and Hillary Clinton?Peter F. Paul,Cheryl Mills,0.99
Which former lawyer and entrepreneur who was convicted for conspiracy and drug dealing was involved in a civil suit against Bill and Hillary Clinton?Peter F. Paul,Paul v. Clinton,1.94
Which former lawyer and entrepreneur who was convicted for conspiracy and drug dealing was involved in a civil suit against Bill and Hillary Clinton?Peter F. Paul,Vast right-wing conspiracy,1.13
Which former lawyer and entrepreneur who was convicted for conspiracy and drug dealing was involved in a civil suit against Bill and Hillary Clinton?Peter F. Paul,Lambdin P. Milligan,0.8
Which former lawyer and entrepreneur who was convicted for conspiracy and drug dealing was involved in a civil suit against Bill and Hillary Clinton?Peter F. Paul,Macedonia Baptist Church arson,0.8
Which former lawyer and entrepreneur who was convicted for conspiracy and drug dealing was involved in a civil suit against Bill and Hillary Clinton?Peter F. Paul,Life imprisonment,0.82
Which former lawyer and entrepreneur who was convicted for conspiracy and drug dealing was involved in a civil suit against Bill and Hillary Clinton?Peter F. Paul,Hillary 1984,0.55
"Girard city is located in a county with how many inhabitants ?39,134",Protection Island (Washington),0.41
"Girard city is located in a county with how many inhabitants ?39,134",Farsala,0.62
"Girard city is located in a county with how many inhabitants ?39,134","Crawford County, Kansas",1.43
"Girard city is located in a county with how many inhabitants ?39,134",Almoharín,0.55
"Girard city is located in a county with how many inhabitants ?39,134",Avedøre,0.51
"Girard city is located in a county with how many inhabitants ?39,134","Girard, Kansas",1.67
"Girard city is located in a county with how many inhabitants ?39,134","Saavedra, Buenos Aires",0.62
"Girard city is located in a county with how many inhabitants ?39,134",Quillota,0.69
"Girard city is located in a county with how many inhabitants ?39,134","Krakau, Saxony",0.59
"Girard city is located in a county with how many inhabitants ?39,134",Yumurtalık,0.5
What year was the series published that recounts the adventures of Anne Shirley and published by Scholastic Press?1908,Anne of Green Gables (1934 film),1.3
What year was the series published that recounts the adventures of Anne Shirley and published by Scholastic Press?1908,Twitches (novel series),1.31
What year was the series published that recounts the adventures of Anne Shirley and published by Scholastic Press?1908,Looking for Anne of Green Gables,2.05
What year was the series published that recounts the adventures of Anne Shirley and published by Scholastic Press?1908,Florida Scholastic Press Association,1.07
What year was the series published that recounts the adventures of Anne Shirley and published by Scholastic Press?1908,Before Green Gables,2.28
What year was the series published that recounts the adventures of Anne Shirley and published by Scholastic Press?1908,Anne of Green Gables,1.92
What year was the series published that recounts the adventures of Anne Shirley and published by Scholastic Press?1908,Anne Shirley,1.9
What year was the series published that recounts the adventures of Anne Shirley and published by Scholastic Press?1908,Victoria Scott,1.0
What year was the series published that recounts the adventures of Anne Shirley and published by Scholastic Press?1908,Amanda (novel),1.33
What year was the series published that recounts the adventures of Anne Shirley and published by Scholastic Press?1908,Oviedo High School,0.47
The 1932 German football championship Final was played at a stadium that opened in what year?1928,1959 German football championship Final,1.81
The 1932 German football championship Final was played at a stadium that opened in what year?1928,2012 Connacht Senior Football Championship,0.36
The 1932 German football championship Final was played at a stadium that opened in what year?1928,1904 German football championship Final,1.88
The 1932 German football championship Final was played at a stadium that opened in what year?1928,1956 German football championship,1.58
The 1932 German football championship Final was played at a stadium that opened in what year?1928,Josef Bergmaier,1.18
The 1932 German football championship Final was played at a stadium that opened in what year?1928,Max-Morlock-Stadion,1.22
The 1932 German football championship Final was played at a stadium that opened in what year?1928,1932 German football championship Final,2.08
The 1932 German football championship Final was played at a stadium that opened in what year?1928,2010 Leinster Senior Football Championship Final,0.5
The 1932 German football championship Final was played at a stadium that opened in what year?1928,Brian Farrell (Gaelic footballer),0.22
The 1932 German football championship Final was played at a stadium that opened in what year?1928,1932 German football championship,2.02
"Dharmatama is a 1975 Hindi thriller movie, and the first Bollywood film to be shot in Afghanistan,the title character was based on matka, king Ratan Khatri, Matka"" gambling or satta"" is a form of lottery which originally involved betting on the opening and closing rates of cotton transmitted from where?New York Cotton Exchange",Dayavan,1.01
"Dharmatama is a 1975 Hindi thriller movie, and the first Bollywood film to be shot in Afghanistan,the title character was based on matka, king Ratan Khatri, Matka"" gambling or satta"" is a form of lottery which originally involved betting on the opening and closing rates of cotton transmitted from where?New York Cotton Exchange",Girish Kohli,0.83
"Dharmatama is a 1975 Hindi thriller movie, and the first Bollywood film to be shot in Afghanistan,the title character was based on matka, king Ratan Khatri, Matka"" gambling or satta"" is a form of lottery which originally involved betting on the opening and closing rates of cotton transmitted from where?New York Cotton Exchange",Dharmatma,1.31
"Dharmatama is a 1975 Hindi thriller movie, and the first Bollywood film to be shot in Afghanistan,the title character was based on matka, king Ratan Khatri, Matka"" gambling or satta"" is a form of lottery which originally involved betting on the opening and closing rates of cotton transmitted from where?New York Cotton Exchange",Kites (film),0.97
"Dharmatama is a 1975 Hindi thriller movie, and the first Bollywood film to be shot in Afghanistan,the title character was based on matka, king Ratan Khatri, Matka"" gambling or satta"" is a form of lottery which originally involved betting on the opening and closing rates of cotton transmitted from where?New York Cotton Exchange",Betting pool,1.02
"Dharmatama is a 1975 Hindi thriller movie, and the first Bollywood film to be shot in Afghanistan,the title character was based on matka, king Ratan Khatri, Matka"" gambling or satta"" is a form of lottery which originally involved betting on the opening and closing rates of cotton transmitted from where?New York Cotton Exchange",Khoon Bhari Maang,0.8
"Dharmatama is a 1975 Hindi thriller movie, and the first Bollywood film to be shot in Afghanistan,the title character was based on matka, king Ratan Khatri, Matka"" gambling or satta"" is a form of lottery which originally involved betting on the opening and closing rates of cotton transmitted from where?New York Cotton Exchange",Lion of Gujarat,1.01
"Dharmatama is a 1975 Hindi thriller movie, and the first Bollywood film to be shot in Afghanistan,the title character was based on matka, king Ratan Khatri, Matka"" gambling or satta"" is a form of lottery which originally involved betting on the opening and closing rates of cotton transmitted from where?New York Cotton Exchange",Aama (film),1.07
"Dharmatama is a 1975 Hindi thriller movie, and the first Bollywood film to be shot in Afghanistan,the title character was based on matka, king Ratan Khatri, Matka"" gambling or satta"" is a form of lottery which originally involved betting on the opening and closing rates of cotton transmitted from where?New York Cotton Exchange",Baaz: A Bird in Danger,0.9
"Dharmatama is a 1975 Hindi thriller movie, and the first Bollywood film to be shot in Afghanistan,the title character was based on matka, king Ratan Khatri, Matka"" gambling or satta"" is a form of lottery which originally involved betting on the opening and closing rates of cotton transmitted from where?New York Cotton Exchange",Matka gambling,2.01
"What American composer who died in 1978 was associated with an American Opera Company located in Jackson, Mississippi?William Grant Still",Mississippi Opera,2.06
"What American composer who died in 1978 was associated with an American Opera Company located in Jackson, Mississippi?William Grant Still",Max Maretzek Italian Opera Company,1.46
"What American composer who died in 1978 was associated with an American Opera Company located in Jackson, Mississippi?William Grant Still",Philadelphia La Scala Opera Company,1.57
"What American composer who died in 1978 was associated with an American Opera Company located in Jackson, Mississippi?William Grant Still",Philadelphia Lyric Opera Company,1.37
"What American composer who died in 1978 was associated with an American Opera Company located in Jackson, Mississippi?William Grant Still",Opera Company of Boston,1.78
"What American composer who died in 1978 was associated with an American Opera Company located in Jackson, Mississippi?William Grant Still",American Opera Company,1.45
