question,passage_title,sia_score
"What is the name of the film director who directed a famous movie trilogy highlighting the classic film ""Viridiana"", that starred one of the actors in the Mexican comedy film ""My Three Merry Widows""?Luis Buñuel",Silvia Pinal,1.93
"What is the name of the film director who directed a famous movie trilogy highlighting the classic film ""Viridiana"", that starred one of the actors in the Mexican comedy film ""My Three Merry Widows""?Luis Buñuel",Calzonzin Inspector,1.22
What was the nationality of the semiotician who developed the Actantial model in 1966French-Lithuanian,Stefan Popov,0.38
What was the nationality of the semiotician who developed the Actantial model in 1966French-Lithuanian,Actant,1.65
What was the nationality of the semiotician who developed the Actantial model in 1966French-Lithuanian,Actantial model,2.2
What was the nationality of the semiotician who developed the Actantial model in 1966French-Lithuanian,Unified Model,0.42
What was the nationality of the semiotician who developed the Actantial model in 1966French-Lithuanian,Algirdas Julien Greimas,1.73
What was the nationality of the semiotician who developed the Actantial model in 1966French-Lithuanian,Sociofact,0.77
What was the nationality of the semiotician who developed the Actantial model in 1966French-Lithuanian,Guillermo Huerta,0.22
What was the nationality of the semiotician who developed the Actantial model in 1966French-Lithuanian,DICE model,0.68
What was the nationality of the semiotician who developed the Actantial model in 1966French-Lithuanian,Donabedian model,0.59
What was the nationality of the semiotician who developed the Actantial model in 1966French-Lithuanian,Jaroslav Volek,1.14
What decade that is type of Art Deco architecture that is the style of the Earle Micajah Winslow House emerge?1930s,Luma Tower,1.27
What decade that is type of Art Deco architecture that is the style of the Earle Micajah Winslow House emerge?1930s,"Winslow House (River Forest, Illinois)",1.73
What decade that is type of Art Deco architecture that is the style of the Earle Micajah Winslow House emerge?1930s,Madison County Courthouse (Arkansas),1.26
What decade that is type of Art Deco architecture that is the style of the Earle Micajah Winslow House emerge?1930s,Earle Micajah Winslow House,1.34
What decade that is type of Art Deco architecture that is the style of the Earle Micajah Winslow House emerge?1930s,"Miller County Courthouse (Texarkana, Arkansas)",1.17
What decade that is type of Art Deco architecture that is the style of the Earle Micajah Winslow House emerge?1930s,Streamline Moderne,2.17
What decade that is type of Art Deco architecture that is the style of the Earle Micajah Winslow House emerge?1930s,Pellissier Building and Wiltern Theatre,1.12
What decade that is type of Art Deco architecture that is the style of the Earle Micajah Winslow House emerge?1930s,Union Station (Omaha),0.92
What decade that is type of Art Deco architecture that is the style of the Earle Micajah Winslow House emerge?1930s,"Saint Anthony's Hospital (Morrilton, Arkansas)",1.34
What decade that is type of Art Deco architecture that is the style of the Earle Micajah Winslow House emerge?1930s,Pueblo Deco architecture,1.81
What was William T. Anderson the leader of in the Centralia Massacre?pro-Confederate guerrilla leaders,Jesse James,1.44
What was William T. Anderson the leader of in the Centralia Massacre?pro-Confederate guerrilla leaders,John Wesley Fribley,0.55
What was William T. Anderson the leader of in the Centralia Massacre?pro-Confederate guerrilla leaders,Bill Ramsay,0.5
What was William T. Anderson the leader of in the Centralia Massacre?pro-Confederate guerrilla leaders,Wesley Everest,1.59
What was William T. Anderson the leader of in the Centralia Massacre?pro-Confederate guerrilla leaders,Centralia massacre (Washington),1.22
What was William T. Anderson the leader of in the Centralia Massacre?pro-Confederate guerrilla leaders,William T. Anderson,2.17
What was William T. Anderson the leader of in the Centralia Massacre?pro-Confederate guerrilla leaders,Fred Moore (attorney),0.67
What was William T. Anderson the leader of in the Centralia Massacre?pro-Confederate guerrilla leaders,Elmer Smith (activist),1.5
What was William T. Anderson the leader of in the Centralia Massacre?pro-Confederate guerrilla leaders,Warren Grimm,1.1
What was William T. Anderson the leader of in the Centralia Massacre?pro-Confederate guerrilla leaders,Centralia Massacre (Missouri),1.86
Prince Floris Frederik Martijn of Orange-Nassau is the youngest son of a of the Dutch Royal House and currently eighth and last in the line of what?succession to the throne,Princess Margriet of the Netherlands,2.33
Prince Floris Frederik Martijn of Orange-Nassau is the youngest son of a of the Dutch Royal House and currently eighth and last in the line of what?succession to the throne,Royal house of Sulu,0.77
Prince Floris Frederik Martijn of Orange-Nassau is the youngest son of a of the Dutch Royal House and currently eighth and last in the line of what?succession to the throne,"Prince Floris of Orange-Nassau, van Vollenhoven",3.18
Prince Floris Frederik Martijn of Orange-Nassau is the youngest son of a of the Dutch Royal House and currently eighth and last in the line of what?succession to the throne,Princess Alexia of the Netherlands,2.62
Prince Floris Frederik Martijn of Orange-Nassau is the youngest son of a of the Dutch Royal House and currently eighth and last in the line of what?succession to the throne,Prince Constantijn of the Netherlands,3.0
Prince Floris Frederik Martijn of Orange-Nassau is the youngest son of a of the Dutch Royal House and currently eighth and last in the line of what?succession to the throne,Prince Frederick of Orange-Nassau,1.34
Prince Floris Frederik Martijn of Orange-Nassau is the youngest son of a of the Dutch Royal House and currently eighth and last in the line of what?succession to the throne,The Royal House of Boureh Gnilane Joof,1.13
Prince Floris Frederik Martijn of Orange-Nassau is the youngest son of a of the Dutch Royal House and currently eighth and last in the line of what?succession to the throne,Prince Friso of Orange-Nassau,2.35
Prince Floris Frederik Martijn of Orange-Nassau is the youngest son of a of the Dutch Royal House and currently eighth and last in the line of what?succession to the throne,Order for Loyalty and Merit,1.8
Prince Floris Frederik Martijn of Orange-Nassau is the youngest son of a of the Dutch Royal House and currently eighth and last in the line of what?succession to the throne,Princess Ariane of the Netherlands,2.84
The Ocean Cleanup is a foundation founded by a man born in what year?1994,Stichting INGKA Foundation,1.14
The Ocean Cleanup is a foundation founded by a man born in what year?1994,David Horowitz Freedom Center,0.82
The Ocean Cleanup is a foundation founded by a man born in what year?1994,Donald J. Trump Foundation,0.94
The Ocean Cleanup is a foundation founded by a man born in what year?1994,Finnish Nature Heritage Foundation,1.08
The Ocean Cleanup is a foundation founded by a man born in what year?1994,Joseph P. Kennedy Jr. Foundation,0.95
The Ocean Cleanup is a foundation founded by a man born in what year?1994,Bill &amp; Melinda Gates Foundation,1.16
The Ocean Cleanup is a foundation founded by a man born in what year?1994,Dreyers Fond,0.67
The Ocean Cleanup is a foundation founded by a man born in what year?1994,Boyan Slat,0.55
The Ocean Cleanup is a foundation founded by a man born in what year?1994,The Ocean Cleanup,1.74
The Ocean Cleanup is a foundation founded by a man born in what year?1994,Fight Forever Foundation,1.01
Do Marie Fredriksson and Paul Stanley originate from the same country?no,Ännu doftar kärlek,1.0
Do Marie Fredriksson and Paul Stanley originate from the same country?no,Efter stormen (song),0.8
Do Marie Fredriksson and Paul Stanley originate from the same country?no,Äntligen – Marie Fredrikssons bästa 1984–2000,0.91
Do Marie Fredriksson and Paul Stanley originate from the same country?no,Min bäste vän,1.28
Do Marie Fredriksson and Paul Stanley originate from the same country?no,The Heartland Café,0.86
Do Marie Fredriksson and Paul Stanley originate from the same country?no,Äntligen (song),1.34
Do Marie Fredriksson and Paul Stanley originate from the same country?no,Marie Fredriksson,0.76
Do Marie Fredriksson and Paul Stanley originate from the same country?no,Tid för tystnad,0.9
Do Marie Fredriksson and Paul Stanley originate from the same country?no,Sparvöga,0.86
Do Marie Fredriksson and Paul Stanley originate from the same country?no,Paul Stanley,0.79
"Humane Society International Australia is an offshoot of what organisation that also was identified as teh 136th largest charity in the United States by the ""Chronicle of Philanthropy""?The Humane Society of the United States",The Humane Society of the United States,2.24
"Humane Society International Australia is an offshoot of what organisation that also was identified as teh 136th largest charity in the United States by the ""Chronicle of Philanthropy""?The Humane Society of the United States",Jurnee Carr,1.07
"Humane Society International Australia is an offshoot of what organisation that also was identified as teh 136th largest charity in the United States by the ""Chronicle of Philanthropy""?The Humane Society of the United States",Joshua James (lifesaver),0.42
"Humane Society International Australia is an offshoot of what organisation that also was identified as teh 136th largest charity in the United States by the ""Chronicle of Philanthropy""?The Humane Society of the United States",Humane Society International Australia,3.1
"Humane Society International Australia is an offshoot of what organisation that also was identified as teh 136th largest charity in the United States by the ""Chronicle of Philanthropy""?The Humane Society of the United States",Massachusetts Humane Society,1.3
"Humane Society International Australia is an offshoot of what organisation that also was identified as teh 136th largest charity in the United States by the ""Chronicle of Philanthropy""?The Humane Society of the United States",Gill Langley,0.82
"Humane Society International Australia is an offshoot of what organisation that also was identified as teh 136th largest charity in the United States by the ""Chronicle of Philanthropy""?The Humane Society of the United States",Peninsula Humane Society,1.15
"Humane Society International Australia is an offshoot of what organisation that also was identified as teh 136th largest charity in the United States by the ""Chronicle of Philanthropy""?The Humane Society of the United States",Humane Society International,1.47
"Humane Society International Australia is an offshoot of what organisation that also was identified as teh 136th largest charity in the United States by the ""Chronicle of Philanthropy""?The Humane Society of the United States",Working Class Hero: A Tribute to John Lennon,0.62
"Humane Society International Australia is an offshoot of what organisation that also was identified as teh 136th largest charity in the United States by the ""Chronicle of Philanthropy""?The Humane Society of the United States",136th Civil Engineer Squadron,0.34
